date,id,compound,neg,neu,pos
2020-01-01 00:00:00+00:00,1.212330530284196e+18,0.10040909090909089,0.05545454545454545,0.8670909090909091,0.07745454545454546
2020-01-02 00:00:00+00:00,1.2126867324905482e+18,0.1206909090909091,0.032,0.897909090909091,0.07009090909090908
2020-01-03 00:00:00+00:00,1.2130587782521556e+18,0.12891,0.044899999999999995,0.8702,0.0848
2020-01-06 00:00:00+00:00,1.2142053519303823e+18,-0.056809999999999986,0.094,0.8134,0.0925
2020-01-07 00:00:00+00:00,1.214531532776402e+18,0.11096249999999999,0.049874999999999996,0.8845000000000001,0.065625
2020-01-08 00:00:00+00:00,1.2149046761983767e+18,0.48072857142857145,0.016571428571428574,0.8344285714285714,0.149
2020-01-09 00:00:00+00:00,1.215315386517292e+18,0.10467499999999999,0.07600000000000001,0.8428749999999999,0.08125
2020-01-10 00:00:00+00:00,1.215624693612654e+18,0.37455555555555553,0.02722222222222222,0.830111111111111,0.14266666666666666
2020-01-13 00:00:00+00:00,1.2166987436430815e+18,0.27110625,0.042749999999999996,0.8519374999999999,0.105375
2020-01-14 00:00:00+00:00,1.2171243635250314e+18,0.13476363636363636,0.05618181818181818,0.8582727272727272,0.08554545454545455
2020-01-15 00:00:00+00:00,1.2173593861549942e+18,-0.0012733333333333485,0.06893333333333332,0.8575333333333333,0.07346666666666665
2020-01-16 00:00:00+00:00,1.2177640433473446e+18,0.3035785714285715,0.04185714285714286,0.8073571428571429,0.15078571428571427
2020-01-17 00:00:00+00:00,1.2181751767258621e+18,-0.07537142857142856,0.10585714285714287,0.8205714285714285,0.07357142857142858
2020-01-20 00:00:00+00:00,1.21925996497374e+18,0.08522222222222221,0.04822222222222223,0.8993333333333333,0.05233333333333333
2020-01-21 00:00:00+00:00,1.2196417144541445e+18,0.33474,0.0412,0.8436,0.11520000000000001
2020-01-22 00:00:00+00:00,1.2199917315702697e+18,0.14505714285714283,0.07385714285714286,0.814857142857143,0.11135714285714285
2020-01-23 00:00:00+00:00,1.220330195055859e+18,0.17295333333333335,0.062200000000000005,0.8309333333333334,0.1068
2020-01-24 00:00:00+00:00,1.220739415194318e+18,0.2427666666666667,0.041111111111111105,0.8796666666666667,0.07922222222222224
2020-01-27 00:00:00+00:00,1.221770314932027e+18,0.3288173913043479,0.02756521739130435,0.8387826086956524,0.13356521739130436
2020-01-28 00:00:00+00:00,1.222179497554058e+18,0.0534451612903226,0.06248387096774194,0.8709032258064515,0.06661290322580644
2020-01-29 00:00:00+00:00,1.2224807539421522e+18,0.3302181818181818,0.03209090909090909,0.8282727272727272,0.13972727272727273
2020-01-30 00:00:00+00:00,1.2229213268249661e+18,0.2535916666666667,0.014,0.9076666666666666,0.07825
2020-01-31 00:00:00+00:00,1.2232558966625272e+18,-0.03031176470588235,0.10041176470588235,0.8417058823529412,0.05811764705882354
2020-02-03 00:00:00+00:00,1.2242271224106624e+18,0.25724,0.0364,0.8855999999999999,0.078
2020-02-04 00:00:00+00:00,1.2246085985679616e+18,0.0853,0.11177777777777778,0.7444444444444445,0.14377777777777778
2020-02-05 00:00:00+00:00,1.2250636349673398e+18,0.1331272727272728,0.06918181818181818,0.7879090909090909,0.14281818181818184
2020-02-06 00:00:00+00:00,1.2254295763105677e+18,0.12872857142857144,0.0732142857142857,0.8233571428571429,0.10335714285714286
2020-02-07 00:00:00+00:00,1.2257401546351967e+18,0.13520833333333335,0.04741666666666667,0.8744999999999999,0.07808333333333335
2020-02-10 00:00:00+00:00,1.2267689665637084e+18,0.2026333333333333,0.02888888888888889,0.8805555555555555,0.09055555555555556
2020-02-11 00:00:00+00:00,1.227218002387598e+18,0.21585000000000001,0.0445,0.8588125000000001,0.096625
2020-02-12 00:00:00+00:00,1.2275687625634952e+18,0.38921,0.0077,0.8713000000000001,0.12090000000000001
