date,id,compound,neg,neu,pos
2020-02-14 00:00:00+00:00,1.23E+18,0.376486667,0.0054,0.875266667,0.119266667
2020-02-17 00:00:00+00:00,1.23E+18,0.2933,0,0.886142857,0.113857143
2020-02-18 00:00:00+00:00,1.23E+18,-0.131772727,0.073454545,0.869818182,0.056909091
2020-02-19 00:00:00+00:00,1.23E+18,0.203377778,0.046444444,0.842666667,0.110888889
2020-02-20 00:00:00+00:00,1.23E+18,0.185966667,0.013333333,0.914666667,0.072
2020-02-21 00:00:00+00:00,1.23E+18,0.080122222,0.054444444,0.864666667,0.080888889
2020-02-24 00:00:00+00:00,1.23E+18,0.055085714,0.051,0.888428571,0.060714286
2020-02-25 00:00:00+00:00,1.23E+18,0.283293333,0.016133333,0.874933333,0.108933333
2020-02-26 00:00:00+00:00,1.23E+18,0.12575,0.048428571,0.831642857,0.119928571
2020-02-27 00:00:00+00:00,1.23E+18,0.080852941,0.052823529,0.874235294,0.073
2020-02-28 00:00:00+00:00,1.23E+18,0.156511111,0.080222222,0.8065,0.113222222
2020-03-02 00:00:00+00:00,1.23E+18,0.224066667,0.017777778,0.8875,0.094694444
2020-03-03 00:00:00+00:00,1.23E+18,0.365703125,0.02596875,0.828,0.14603125
2020-03-04 00:00:00+00:00,1.24E+18,0.103108108,0.052054054,0.861054054,0.086891892
2020-03-05 00:00:00+00:00,1.24E+18,0.139142857,0.057214286,0.836285714,0.106571429
2020-03-06 00:00:00+00:00,1.24E+18,0.159233333,0.032,0.895666667,0.072428571
2020-03-09 00:00:00+00:00,1.24E+18,0.040069231,0.052538462,0.869692308,0.077846154
2020-03-10 00:00:00+00:00,1.24E+18,0.27324375,0.0773125,0.7908125,0.1319375
2020-03-11 00:00:00+00:00,1.24E+18,-0.008746154,0.085230769,0.843692308,0.071
2020-03-12 00:00:00+00:00,1.24E+18,0.070172,0.05756,0.84956,0.09288
2020-03-13 00:00:00+00:00,1.24E+18,0.052362963,0.06537037,0.859814815,0.074851852
2020-03-16 00:00:00+00:00,1.24E+18,0.125190909,0.036818182,0.880409091,0.082727273
2020-03-17 00:00:00+00:00,1.24E+18,0.221871739,0.02126087,0.875434783,0.103304348
2020-03-18 00:00:00+00:00,1.24E+18,0.217456522,0.044956522,0.876,0.079086957
2020-03-19 00:00:00+00:00,1.24E+18,-0.099685714,0.097571429,0.830809524,0.07147619
2020-03-20 00:00:00+00:00,1.24E+18,0.166869231,0.081538462,0.816769231,0.101615385
2020-03-23 00:00:00+00:00,1.24E+18,0.072966667,0.05325,0.877916667,0.068916667
2020-03-24 00:00:00+00:00,1.24E+18,0.061193333,0.0314,0.923333333,0.045266667
2020-03-25 00:00:00+00:00,1.24E+18,0.21326,0.044266667,0.8594,0.096333333
2020-03-26 00:00:00+00:00,1.24E+18,0.266477778,0.029388889,0.892333333,0.078333333
2020-03-27 00:00:00+00:00,1.24E+18,0.032904,0.0654,0.86476,0.06984
2020-03-30 00:00:00+00:00,1.24E+18,0.277631579,0.018947368,0.882894737,0.098210526
2020-03-31 00:00:00+00:00,1.24E+18,0.245866667,0.04562963,0.835518519,0.118888889
2020-04-01 00:00:00+00:00,1.25E+18,0.062338095,0.076857143,0.832857143,0.090238095
2020-04-02 00:00:00+00:00,1.25E+18,0.37458,0.024933333,0.868866667,0.106133333
2020-04-03 00:00:00+00:00,1.25E+18,-0.039334694,0.067510204,0.868673469,0.063795918
2020-04-06 00:00:00+00:00,1.25E+18,0.131433333,0.0345,0.888833333,0.076611111
2020-04-07 00:00:00+00:00,1.25E+18,0.278307143,0.034857143,0.8445,0.120642857
2020-04-08 00:00:00+00:00,1.25E+18,-0.023254545,0.063,0.853727273,0.083272727
2020-04-09 00:00:00+00:00,1.25E+18,0.23842037,0.040666667,0.851666667,0.107666667
2020-04-10 00:00:00+00:00,1.25E+18,0.204370588,0.034254902,0.85945098,0.106254902
2020-04-13 00:00:00+00:00,1.25E+18,0.2819,0.024714286,0.849857143,0.125428571
2020-04-14 00:00:00+00:00,1.25E+18,0.310869231,0.034461538,0.864230769,0.101230769
2020-04-15 00:00:00+00:00,1.25E+18,0.147720833,0.059,0.859916667,0.081083333
2020-04-16 00:00:00+00:00,1.25E+18,0.125385,0.05065,0.833,0.1164
2020-04-17 00:00:00+00:00,1.25E+18,0.129352632,0.051684211,0.802578947,0.145736842
2020-04-20 00:00:00+00:00,1.25E+18,0.228747059,0.020117647,0.904470588,0.075411765
2020-04-21 00:00:00+00:00,1.25E+18,0.202636364,0.049409091,0.845545455,0.105
2020-04-22 00:00:00+00:00,1.25E+18,0.323992308,0.024333333,0.867435897,0.10825641
2020-04-23 00:00:00+00:00,1.25E+18,0.26778125,0.0395625,0.8420625,0.11834375
2020-04-24 00:00:00+00:00,1.25E+18,0.259419231,0.019076923,0.888384615,0.092538462
2020-04-27 00:00:00+00:00,1.25E+18,0.370174138,0.029086207,0.842534483,0.12837931
2020-04-28 00:00:00+00:00,1.26E+18,0.111834091,0.042102273,0.876534091,0.081375
2020-04-29 00:00:00+00:00,1.26E+18,0.291567568,0.029675676,0.87427027,0.096027027
2020-04-30 00:00:00+00:00,1.26E+18,0.20552093,0.049674419,0.83727907,0.113069767
2020-05-01 00:00:00+00:00,1.26E+18,0.248635484,0.045612903,0.840903226,0.113516129
2020-05-04 00:00:00+00:00,1.26E+18,0.172513043,0.042347826,0.87326087,0.084478261
2020-05-05 00:00:00+00:00,1.26E+18,0.168641007,0.029654676,0.895928058,0.07442446
2020-05-06 00:00:00+00:00,1.26E+18,0.163172131,0.041704918,0.872786885,0.085508197
2020-05-07 00:00:00+00:00,1.26E+18,0.244025581,0.029930233,0.877860465,0.092209302
2020-05-08 00:00:00+00:00,1.26E+18,0.120524,0.08748,0.81672,0.09584
2020-05-11 00:00:00+00:00,1.26E+18,0.179361538,0.033153846,0.902076923,0.064846154
2020-05-12 00:00:00+00:00,1.26E+18,0.226210526,0.047736842,0.849342105,0.102921053
2020-05-13 00:00:00+00:00,1.26E+18,0.198532,0.03404,0.89844,0.06744
2020-05-14 00:00:00+00:00,1.26E+18,0.206252,0.04032,0.87048,0.0892
2020-05-15 00:00:00+00:00,1.26E+18,0.294532558,0.037,0.845813953,0.117186047
2020-05-18 00:00:00+00:00,1.26E+18,0.139821875,0.038,0.88259375,0.07940625
2020-05-19 00:00:00+00:00,1.26E+18,0.098031034,0.04537931,0.881517241,0.073103448
2020-05-20 00:00:00+00:00,1.26E+18,0.353479167,0.024125,0.851291667,0.124625
2020-05-21 00:00:00+00:00,1.26E+18,0.039904167,0.063125,0.845833333,0.090916667
2020-05-22 00:00:00+00:00,1.26E+18,0.106566667,0.088333333,0.770611111,0.141166667
2020-05-25 00:00:00+00:00,1.26E+18,-0.052108333,0.071083333,0.86975,0.05925
2020-05-26 00:00:00+00:00,1.27E+18,-0.028909524,0.060380952,0.886047619,0.053571429
2020-05-27 00:00:00+00:00,1.27E+18,0.41492,0.0088,0.8498,0.1414
2020-05-28 00:00:00+00:00,1.27E+18,0.093683333,0.055916667,0.880458333,0.063833333
2020-05-29 00:00:00+00:00,1.27E+18,0.2257025,0.062625,0.798425,0.138875
2020-06-01 00:00:00+00:00,1.27E+18,-0.136622857,0.130428571,0.7974,0.072257143
2020-06-02 00:00:00+00:00,1.27E+18,0.197143333,0.0436,0.8388,0.117633333
2020-06-03 00:00:00+00:00,1.27E+18,0.1049425,0.029875,0.9149,0.0553
2020-06-04 00:00:00+00:00,1.27E+18,0.073744,0.04392,0.89472,0.06132
2020-06-05 00:00:00+00:00,1.27E+18,0.165623529,0.047,0.851470588,0.101529412
2020-06-08 00:00:00+00:00,1.27E+18,0.337956,0.02884,0.83592,0.13528
2020-06-09 00:00:00+00:00,1.27E+18,0.236955172,0.032724138,0.850413793,0.116827586
2020-06-10 00:00:00+00:00,1.27E+18,0.252682353,0.053470588,0.830058824,0.116411765
2020-06-11 00:00:00+00:00,1.27E+18,-0.018985,0.06425,0.86885,0.0669
2020-06-12 00:00:00+00:00,1.27E+18,0.197810526,0.041842105,0.886894737,0.071315789
2020-06-15 00:00:00+00:00,1.27E+18,0.372833871,0.026806452,0.837435484,0.135677419
2020-06-16 00:00:00+00:00,1.27E+18,0.1485,0.052782609,0.836173913,0.110913043
2020-06-17 00:00:00+00:00,1.27E+18,0.0925375,0.06146875,0.83028125,0.108125
2020-06-18 00:00:00+00:00,1.27E+18,0.316202778,0.028805556,0.854722222,0.116416667
2020-06-19 00:00:00+00:00,1.27E+18,0.230733333,0.041466667,0.834733333,0.1238
2020-06-22 00:00:00+00:00,1.28E+18,0.128040909,0.015636364,0.919772727,0.064590909
2020-06-23 00:00:00+00:00,1.28E+18,0.223044444,0.048055556,0.843333333,0.108555556
2020-06-24 00:00:00+00:00,1.28E+18,0.192738095,0.053,0.820904762,0.126119048
2020-06-25 00:00:00+00:00,1.28E+18,0.2115,0.017307692,0.910076923,0.072576923
2020-06-26 00:00:00+00:00,1.28E+18,0.332059375,0.0274375,0.8208125,0.15178125
2020-06-29 00:00:00+00:00,1.28E+18,-0.040316667,0.095,0.824055556,0.080888889
2020-06-30 00:00:00+00:00,1.28E+18,0.19197,0.05685,0.79285,0.1503
2020-07-01 00:00:00+00:00,1.28E+18,0.365770742,0.029279476,0.811043668,0.159650655
2020-07-02 00:00:00+00:00,1.28E+18,0.281859551,0.028764045,0.852561798,0.118707865
2020-07-03 00:00:00+00:00,1.28E+18,0.216736,0.01868,0.90112,0.0802
2020-07-06 00:00:00+00:00,1.28E+18,0.138257692,0.041923077,0.865076923,0.093076923
2020-07-07 00:00:00+00:00,1.28E+18,0.149489655,0.05762069,0.839448276,0.102931034
2020-07-08 00:00:00+00:00,1.28E+18,0.24215,0.045975,0.8494,0.10465
2020-07-09 00:00:00+00:00,1.28E+18,-0.014942105,0.061105263,0.893368421,0.045526316
2020-07-10 00:00:00+00:00,1.28E+18,0.412071875,0.02859375,0.80959375,0.1618125
2020-07-13 00:00:00+00:00,1.28E+18,0.19626,0.042333333,0.853303704,0.104333333
2020-07-14 00:00:00+00:00,1.28E+18,0.152526667,0.037733333,0.875977778,0.086266667
2020-07-15 00:00:00+00:00,1.28E+18,0.167507692,0.038564103,0.886358974,0.075051282
2020-07-16 00:00:00+00:00,1.28E+18,0.210723077,0.035923077,0.872730769,0.091346154
2020-07-17 00:00:00+00:00,1.28E+18,0.180845,0.0592,0.85805,0.08275
2020-07-20 00:00:00+00:00,1.29E+18,0.392233094,0.021366906,0.837143885,0.141503597
2020-07-21 00:00:00+00:00,1.29E+18,0.335219048,0.014365079,0.889825397,0.095777778
2020-07-22 00:00:00+00:00,1.29E+18,0.218628595,0.044637255,0.854947712,0.100416667
2020-07-23 00:00:00+00:00,1.29E+18,0.265644796,0.03638914,0.850850679,0.112764706
2020-07-24 00:00:00+00:00,1.29E+18,0.297928333,0.047233333,0.829283333,0.123466667
2020-07-27 00:00:00+00:00,1.29E+18,0.1668,0.026819672,0.901221311,0.071983607
2020-07-28 00:00:00+00:00,1.29E+18,0.218522222,0.034903382,0.865241546,0.099845411
2020-07-29 00:00:00+00:00,1.29E+18,0.123991011,0.059067416,0.856146067,0.084797753
2020-07-30 00:00:00+00:00,1.29E+18,0.307245902,0.033819672,0.848360656,0.117786885
2020-07-31 00:00:00+00:00,1.29E+18,0.0638125,0.036833333,0.902979167,0.060229167
2020-08-03 00:00:00+00:00,1.29E+18,0.27447931,0.029931034,0.874896552,0.095206897
2020-08-04 00:00:00+00:00,1.29E+18,0.391126667,0.052766667,0.786733333,0.160466667
2020-08-05 00:00:00+00:00,1.29E+18,0.307452632,0.022294737,0.874294737,0.103410526
2020-08-06 00:00:00+00:00,1.29E+18,0.167565714,0.064971429,0.804171429,0.1308
2020-08-07 00:00:00+00:00,1.29E+18,0.155376623,0.035467532,0.886,0.078506494
2020-08-10 00:00:00+00:00,1.29E+18,0.135575862,0.025931034,0.904965517,0.069034483
2020-08-11 00:00:00+00:00,1.29E+18,0.296380435,0.037456522,0.843217391,0.119304348
2020-08-12 00:00:00+00:00,1.29E+18,0.208284211,0.057,0.841447368,0.101526316
2020-08-13 00:00:00+00:00,1.29E+18,0.306535484,0.026225806,0.856806452,0.117064516
2020-08-14 00:00:00+00:00,1.29E+18,0.4670875,0.01246875,0.862875,0.1246875
2020-08-17 00:00:00+00:00,1.30E+18,0.139246667,0.052866667,0.867266667,0.079933333
2020-08-18 00:00:00+00:00,1.30E+18,0.340421429,0.024309524,0.871642857,0.104047619
2020-08-19 00:00:00+00:00,1.30E+18,0.099526471,0.057,0.8545,0.0885
2020-08-20 00:00:00+00:00,1.30E+18,0.296895833,0.048916667,0.821208333,0.129875
2020-08-21 00:00:00+00:00,1.30E+18,0.213195349,0.027313953,0.862360465,0.110337209
2020-08-24 00:00:00+00:00,1.30E+18,0.303382716,0.015185185,0.881419753,0.103382716
2020-08-25 00:00:00+00:00,1.30E+18,0.13093956,0.026417582,0.918802198,0.054791209
2020-08-26 00:00:00+00:00,1.30E+18,0.097446154,0.060948718,0.857769231,0.081307692
2020-08-27 00:00:00+00:00,1.30E+18,0.087752727,0.089218182,0.795163636,0.115654545
2020-08-28 00:00:00+00:00,1.30E+18,0.0696,0.064935484,0.838129032,0.096903226
2020-08-31 00:00:00+00:00,1.30E+18,0.192172414,0.050344828,0.853810345,0.09587931
2020-09-01 00:00:00+00:00,1.30E+18,0.192128947,0.047947368,0.851368421,0.100657895
2020-09-02 00:00:00+00:00,1.30E+18,0.046189655,0.067517241,0.846931034,0.085586207
2020-09-03 00:00:00+00:00,1.30E+18,-0.124483582,0.096746269,0.828731343,0.074522388
2020-09-04 00:00:00+00:00,1.30E+18,0.24635,0.022102941,0.877220588,0.100661765
2020-09-07 00:00:00+00:00,1.30E+18,0.225330435,0.041804348,0.860108696,0.098043478
2020-09-08 00:00:00+00:00,1.30E+18,0.235366667,0.044138211,0.847593496,0.108268293
2020-09-09 00:00:00+00:00,1.30E+18,0.188000741,0.037103704,0.870918519,0.092007407
2020-09-10 00:00:00+00:00,1.30E+18,0.068316364,0.081672727,0.815981818,0.102309091
2020-09-11 00:00:00+00:00,1.30E+18,0.20240303,0.061484848,0.828575758,0.109969697
2020-09-14 00:00:00+00:00,1.31E+18,0.214745479,0.051640957,0.833571809,0.114803191
2020-09-15 00:00:00+00:00,1.31E+18,0.224908209,0.040746269,0.863141791,0.096126866
2020-09-16 00:00:00+00:00,1.31E+18,0.207241463,0.05295122,0.825536585,0.1215
2020-09-17 00:00:00+00:00,1.31E+18,0.15624359,0.050525641,0.852115385,0.097294872
2020-09-18 00:00:00+00:00,1.31E+18,0.231836207,0.048275862,0.832482759,0.119241379
2020-09-21 00:00:00+00:00,1.31E+18,0.186739535,0.042767442,0.858837209,0.098325581
2020-09-22 00:00:00+00:00,1.31E+18,0.240088889,0.021111111,0.892703704,0.086222222
2020-09-23 00:00:00+00:00,1.31E+18,0.169827907,0.062209302,0.832837209,0.104976744
2020-09-24 00:00:00+00:00,1.31E+18,0.19885,0.022351852,0.898962963,0.078666667
2020-09-25 00:00:00+00:00,1.31E+18,0.22585122,0.068707317,0.815146341,0.116219512
2020-09-28 00:00:00+00:00,1.31E+18,0.11592439,0.047097561,0.872097561,0.080829268
2020-09-29 00:00:00+00:00,1.31E+18,0.301892857,0.02047619,0.868190476,0.111404762
2020-09-30 00:00:00+00:00,1.31E+18,0.103134444,0.103147222,0.762575,0.134252778
2020-10-01 00:00:00+00:00,1.31E+18,0.000807407,0.088160494,0.822555556,0.089271605
2020-10-02 00:00:00+00:00,1.31E+18,0.125398571,0.062028571,0.841828571,0.096128571
2020-10-05 00:00:00+00:00,1.31E+18,0.080086047,0.056395349,0.856930233,0.086697674
2020-10-06 00:00:00+00:00,1.31E+18,0.049441176,0.048141176,0.891623529,0.060258824
2020-10-07 00:00:00+00:00,1.31E+18,0.140863636,0.055181818,0.858606061,0.086272727
2020-10-08 00:00:00+00:00,1.31E+18,0.3118425,0.0314,0.841325,0.127275
2020-10-09 00:00:00+00:00,1.31E+18,0.153217647,0.055823529,0.857882353,0.086294118
2020-10-12 00:00:00+00:00,1.32E+18,0.082505882,0.040117647,0.898294118,0.061588235
2020-10-13 00:00:00+00:00,1.32E+18,0.14346875,0.0566875,0.848104167,0.095166667
2020-10-14 00:00:00+00:00,1.32E+18,0.093466667,0.0428,0.881955556,0.075222222
2020-10-15 00:00:00+00:00,1.32E+18,0.28102,0.042533333,0.8342,0.123233333
2020-10-16 00:00:00+00:00,1.32E+18,0.1236584,0.067696,0.838352,0.09394
2020-10-19 00:00:00+00:00,1.32E+18,0.232721277,0.037638298,0.865510638,0.096829787
2020-10-20 00:00:00+00:00,1.32E+18,0.155621154,0.032923077,0.889826923,0.077230769
2020-10-21 00:00:00+00:00,1.32E+18,0.159012281,0.033315789,0.884614035,0.082087719
2020-10-22 00:00:00+00:00,1.32E+18,0.183572093,0.02427907,0.904651163,0.071
2020-10-23 00:00:00+00:00,1.32E+18,0.080565025,0.061014778,0.857507389,0.081497537
2020-10-26 00:00:00+00:00,1.32E+18,0.051813095,0.047333333,0.890940476,0.061702381
2020-10-27 00:00:00+00:00,1.32E+18,0.123873604,0.028233503,0.904329949,0.067436548
2020-10-28 00:00:00+00:00,1.32E+18,0.145225,0.037973684,0.882,0.080026316
2020-10-29 00:00:00+00:00,1.32E+18,0.116941304,0.041782609,0.87873913,0.079521739
2020-10-30 00:00:00+00:00,1.32E+18,0,0,1,0
2020-11-02 00:00:00+00:00,,,,,
2020-11-03 00:00:00+00:00,,,,,
2020-11-04 00:00:00+00:00,,,,,
2020-11-05 00:00:00+00:00,,,,,
2020-11-06 00:00:00+00:00,,,,,
2020-11-09 00:00:00+00:00,,,,,
2020-11-10 00:00:00+00:00,,,,,
2020-11-11 00:00:00+00:00,,,,,
2020-11-12 00:00:00+00:00,1.33E+18,0.6249,0,0.85,0.15
